AllyCode,Name,UnitId,BaseId,CombatType,Alignment,Stars,Level,GearLevel,Power,ZetaCount,ZetaLead,OmiCount,TWOmiCount,GACOmiCount,TBOmiCount,CQOmiCount,Ultimate,RelicLevel,Speed10,Speed15,Speed20,Speed25,ModCount,ModSixCount,PlusSpeed,PrimaryArrow,PrimaryCircle,PrimaryCross,PrimaryTriangle,Sets,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Health,Protection,Speed,CritDamage,Potency,Tenacity,HealthSteal,DefensePen,Damage,CritChance,ArmorPen,Accuracy,Armor,DodgeChance,CritAvoidance,SpecialDamage,SpecialCritChance,ResistancePen,SpecialAccuracy,Resistance,DeflectionChance,SpecialCritAvoidance
562792216,Okul Dengo,mPqt5lIMQdC5kbQ2X-agAw,MAGMATROOPER,Character,Dark,7,85,13,24667,0,0,0,0,0,0,0,False,6,4,2,0,0,6,6,62,56,56,17,48,17+17+17,False,False,False,False,False,False,55432,70583,201,150.0,143.648,53.664,10.0,7000.0,8376,64.3423333333333,149,10.5,56.58835546476,2.0,0.0,6256,19.259,70,10.5,33.6283185840708,2.0,0.0
562792216,Okul Dengo,AWoH4jm_SPqG5dW90Hg4-g,HERMITYODA,Character,Light,7,85,13,29226,2,0,0,0,0,0,0,False,5,5,5,2,0,6,6,142,5,55,55,55,57+55,False,False,False,False,False,False,99223,59714,322,150.0,43.0,79.469,5.0,0.0,4282,48.1226666666667,10,7.5,56.76500508647,2.0,7.5,6746,22.2476666666667,35,7.5,53.1422271223815,2.0,0.0
562792216,Okul Dengo,N7kjjWmaS_qCbzdwO3B6ww,GREEFKARGA,Character,Light,7,85,13,29713,2,0,0,0,0,0,0,False,5,5,5,1,0,6,6,139,5,56,18,56,57+18,False,False,False,False,False,False,57023,75517,311,150.0,39.71,101.0,18.75,5000.0,5357,58.5306666666667,128,7.5,53.8545059717698,2.0,0.0,4048,22.739,50,7.5,39.8868458274399,2.0,0.0
562792216,Okul Dengo,qkkxMjuFTF-uTRb0bTFNTA,ZEBS3,Character,Light,7,85,13,25932,1,0,0,0,0,0,0,False,5,3,1,0,0,6,6,91,5,55,17,16,16+55,False,False,False,False,False,False,80723,50111,226,222.0,79.616,43.814,23.75,0.0,5644,66.5293333333333,115,0.0,58.4013050570962,2.0,0.0,3676,23.571,0,0.0,25.3949678174371,2.0,0.0
562792216,Okul Dengo,r8Og0MYrSHSEFxD5h843Hg,BARRISSOFFEE,Character,Light,7,85,13,27450,1,0,0,0,0,0,0,False,6,3,0,0,0,6,6,70,5,55,55,55,55+55+55,False,False,False,False,False,False,130265,52882,206,150.0,24.519,39.0,15.25,0.0,5131,71.0083333333333,35,0.0,57.9068999669858,2.0,0.0,5210,21.8,5,0.0,41.8073938840712,2.0,0.0
562792216,Okul Dengo,BffjLAZ8TK6wOg1yniW0mg,THIRDSISTER,Character,Dark,7,85,13,37705,3,1,1,0,1,0,0,False,8,6,5,5,2,6,6,135,55,55,55,55,48+55,False,False,False,False,False,False,116793,87401,303,150.0,61.0,70.95,59.0,0.0,7970,50.7083333333333,87,0.0,68.1806838033441,2.0,0.0,6360,10.0,0,0.0,48.7334137515078,2.0,0.0
562792216,Okul Dengo,dvuz7ywkTUa7u9JIk7_hyA,CT210408,Character,Light,7,85,13,31674,1,0,0,0,0,0,0,False,8,5,2,0,0,6,6,100,5,55,48,16,48+17,False,False,False,False,False,False,65618,53906,249,192.0,71.976,47.431,25.0,0.0,7933,43.4166666666667,174,18.0,46.6303892842193,2.0,18.0,11858,18.3333333333333,187,18.0,39.1408114558473,2.0,0.0
562792216,Okul Dengo,aeIqWUD9RRe6VNosBvXA6g,B1BATTLEDROIDV2,Character,Dark,7,85,13,27648,1,0,0,0,0,0,0,False,6,5,5,2,0,6,6,128,5,55,48,48,48+17,False,False,False,False,False,False,47017,37029,293,160.5,105.2,29.0,5.0,0.0,9723,75.387,517,0.0,46.2252214255588,2.0,0.0,6302,26.637,5,0.0,26.0011607661056,2.0,0.0
562792216,Okul Dengo,K9GcG_3DSpKDy_nPjETdbQ,COLONELSTARCK,Character,Dark,7,85,13,32020,1,0,0,0,0,0,0,False,8,5,5,3,1,6,6,134,5,55,18,16,48+18,False,False,False,False,False,False,68069,51209,309,210.0,53.044,120.126,30.0,0.0,7213,95.2916666666666,161,0.0,55.2788495264819,23.0,0.0,6937,30.5,0,0.0,35.6385663806158,23.0,0.0
562792216,Okul Dengo,B7ZumBn_TaG5k-jPsKpUSw,BB8,Character,Light,7,85,13,32328,2,0,0,0,0,0,0,False,7,5,3,0,0,6,6,130,5,56,56,53,55+57,False,False,False,False,False,False,56814,64041,312,150.0,48.934,50.384,10.0,0.0,5515,70.2776666666667,37,13.5,60.1686972820994,2.0,13.5,8386,37.2776666666667,17,13.5,58.1555628487036,2.0,0.0
