AllyCode,Name,UnitId,BaseId,CombatType,Alignment,Stars,Level,GearLevel,Power,ZetaCount,ZetaLead,OmiCount,TWOmiCount,GACOmiCount,TBOmiCount,CQOmiCount,Ultimate,RelicLevel,Speed10,Speed15,Speed20,Speed25,ModCount,ModSixCount,PlusSpeed,PrimaryArrow,PrimaryCircle,PrimaryCross,PrimaryTriangle,Sets,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Health,Protection,Speed,CritDamage,Potency,Tenacity,HealthSteal,DefensePen,Damage,CritChance,ArmorPen,Accuracy,Armor,DodgeChance,CritAvoidance,SpecialDamage,SpecialCritChance,ResistancePen,SpecialAccuracy,Resistance,DeflectionChance,SpecialCritAvoidance
989851756,"Hawk","X8sunai7Reu7zqAc3j3LZw","MAGMATROOPER","Character","Dark",7,85,13,22882,0,0,0,0,0,0,0,False,5,5,2,1,0,6,3,108,5,56,17,55,"17+17+17",False,False,False,False,False,False,57240,59748,247,150.0,134.014,62.617,10.0,5000.0,6824,54.875,149,7.5,52.2650692624485,2.0,0.0,4757,12.5,50,7.5,27.7620396600567,2.0,0.0
989851756,"Hawk","95ZOVRnORcC_XqYJT_uOrQ","HERMITYODA","Character","Light",7,85,13,29032,2,0,0,0,0,0,0,False,5,4,4,2,0,6,5,139,5,55,55,55,"57+55",False,False,False,False,False,False,88658,58710,319,150.0,51.123,65.978,5.0,0.0,4213,41.4236666666667,10,7.5,57.990115321252,2.0,7.5,6643,15.5486666666667,35,7.5,54.6747244934234,2.0,0.0
989851756,"Hawk","pN2nbeOxQLa4E2rJWgyQCw","GREEFKARGA","Character","Light",7,85,13,29793,2,0,0,0,0,0,0,False,5,5,4,2,1,6,5,140,5,55,55,16,"57",False,False,False,False,False,False,71572,56075,312,192.0,39.22,67.01,18.75,5000.0,5265,51.7556666666667,128,7.5,55.2474552474552,2.0,0.0,3959,15.964,50,7.5,41.7542256738237,2.0,0.0
989851756,"Hawk","6jv7MNpfQFqtBWv43R1pSA","ZEBS3","Character","Light",7,85,12,20034,1,0,0,0,0,0,0,False,0,4,2,0,0,6,0,92,5,56,17,56,"49+17+17",False,True,False,False,False,False,33089,52013,207,150.0,108.323,34.061,15.0,0.0,2807,39.482,30,0.0,40.8352668213457,2.0,0.0,1542,16.357,0,0.0,18.7380497131931,2.0,0.0
989851756,"Hawk","cyNkpocSSkmAXlrFvcEQ8A","LUTHENRAEL","Character","Light",7,85,13,23467,1,0,1,0,1,0,0,False,3,5,3,2,2,6,6,143,5,56,17,53,"57+17",False,False,False,False,False,False,44819,68894,341,150.0,116.305,91.0,5.0,0.0,4104,77.891,42,4.5,47.7244772447724,2.0,4.5,6181,58.516,120,4.5,46.7640918580376,2.0,0.0
989851756,"Hawk","dLapUQyxQWqwIrBfWSVeLQ","BARRISSOFFEE","Character","Light",7,85,13,25879,1,0,0,0,0,0,0,False,5,4,2,0,0,6,5,95,5,55,55,55,"55+55+55",False,False,False,False,False,False,114595,49651,231,150.0,34.494,43.805,13.75,0.0,4964,67.2366666666667,35,0.0,55.5594283722551,2.0,0.0,4865,20.695,5,0.0,41.7542256738237,2.0,0.0
989851756,"Hawk","a-cO8ICcT7KQktIifZbhIw","THIRDSISTER","Character","Dark",7,85,13,40212,3,1,1,0,1,0,0,False,9,6,6,3,1,6,6,125,55,55,55,55,"48+55",False,False,False,False,False,False,119571,106122,293,150.0,69.702,64.0,60.5,0.0,7994,59.205,87,0.0,69.1507379627389,2.0,0.0,6324,17.955,0,0.0,49.4649227110583,2.0,0.0
989851756,"Hawk","Bw261m77SNyC-yGspDTItQ","CT210408","Character","Light",7,85,13,29356,1,0,0,0,0,0,0,False,7,5,3,3,1,6,4,103,48,55,48,16,"48",False,False,False,False,False,False,61407,47859,252,192.0,32.302,47.711,25.0,0.0,7644,44.921,174,13.5,46.1343472750317,2.0,13.5,11410,22.3793333333333,187,13.5,39.3723252496434,2.0,0.0
989851756,"Hawk","iOZBIHdgROCULCaD70Fu2w","B1BATTLEDROIDV2","Character","Dark",7,85,13,26146,1,0,0,0,0,0,0,False,5,5,3,3,1,6,6,131,5,56,48,48,"48+17",False,False,False,False,False,False,37401,47399,296,157.5,105.012,33.046,5.0,0.0,8777,75.9436666666666,517,0.0,44.4444444444444,2.0,0.0,5254,30.152,5,0.0,25.9151656013945,2.0,0.0
989851756,"Hawk","iRwb7Al4SvuMEz5L_vdcNQ","COLONELSTARCK","Character","Dark",7,85,13,23953,1,0,0,0,0,0,0,False,3,5,4,0,0,6,5,128,5,56,17,16,"17+57",False,False,False,False,False,False,45173,54275,303,196.5,90.754,49.986,30.0,0.0,5111,71.674,161,0.0,45.5825864276568,7.25,0.0,3953,21.049,0,0.0,26.1725535610886,7.25,0.0
989851756,"Hawk","IHJwawQDTiGzwUsRlsehpw","BB8","Character","Light",7,85,13,32010,2,0,0,0,0,0,0,False,7,5,2,0,0,6,0,116,5,56,49,48,"57+18",False,False,False,False,False,False,53182,49805,298,150.0,54.975,65.0,10.0,0.0,5441,54.0496666666667,37,13.5,58.265139116203,2.0,13.5,8421,21.0496666666667,17,13.5,56.2006183442116,2.0,0.0
989851756,"Hawk","BbDU8CQ7R9a3X7V67GqkfA","POGGLETHELESSER","Character","Dark",7,85,12,18702,0,0,0,0,0,0,0,False,0,3,0,0,0,6,0,95,5,56,17,56,"57+17",True,True,True,True,True,False,39416,33812,251,150.0,100.126,40.274,5.0,0.0,2663,28.7396666666667,15,0.0,34.982151963284,2.0,0.0,5136,20.4896666666667,54,0.0,30.9691391445587,2.0,0.0
989851756,"Hawk","wFd3NZPNSXOshm-u9iF3Sg","FIRSTORDERSPECIALFORCESPILOT","Character","Dark",7,85,13,22564,0,0,0,0,0,0,0,False,5,2,0,0,0,6,0,75,5,55,17,16,"48+55",False,False,False,False,False,False,58067,44110,225,186.0,73.655,41.0,35.0,0.0,5959,57.8683333333334,121,7.5,46.4960134284515,2.0,0.0,7729,28.0766666666667,170,7.5,33.3507579717721,2.0,0.0
989851756,"Hawk","srCxX-3uRCW6mLlFTq0Xow","CEREJUNDA","Character","Light",7,85,13,32427,2,1,1,0,1,0,0,False,7,6,4,1,0,6,6,99,56,56,56,56,"49+49+55",False,False,False,False,False,False,54979,123633,231,163.5,72.987,92.057,55.0,0.0,5353,73.9623333333333,131,0.0,70.2866464693545,17.75,0.0,4967,26.254,0,0.0,54.5454545454545,17.75,0.0
989851756,"Hawk","RFOSTgYKRcaOcEKbArXMCw","GENERALKENOBI","Character","Light",7,85,13,32347,1,0,0,0,0,0,0,False,8,5,2,1,0,6,6,107,5,56,55,55,"55+55+55",False,False,False,False,False,False,99542,86914,254,150.0,1.591,67.613,19.0,0.0,5403,56.446,89,0.0,68.0851063829787,2.0,0.0,5194,19.821,0,0.0,58.9371980676328,2.0,0.0
989851756,"Hawk","rR4uFb6dQMaO39sKKsRe4w","JAWASCAVENGER","Character","Light",7,85,9,14376,0,0,0,0,0,0,0,False,0,3,0,0,0,5,0,69,5,55,0,48,"55+55",True,False,False,True,False,True,16885,13964,188,150.0,20.021,28.511,20.0,0.0,2257,26.921,20,0.0,24.0619416319238,2.0,0.0,2846,11.671,10,0.0,24.1522903033908,2.0,0.0
989851756,"Hawk","n4BmB5J2Tr-0mzmXUR4K-A","CAPTAINTARPALS","Character","Light",7,85,13,31855,1,0,0,0,0,0,0,False,8,5,5,2,1,6,6,130,5,56,48,16,"48+17",False,False,False,False,False,False,55398,79062,303,210.0,97.985,55.0,30.0,0.0,9996,87.2216666666666,139,0.0,62.109955423477,2.0,0.0,8073,30.43,0,0.0,50.2536090518923,2.0,0.0
989851756,"Hawk","VIJG75mKQ6u8SUBxfl45VQ","L3_37","Character","Light",7,85,13,23232,0,0,0,0,0,0,0,False,5,5,1,0,0,6,0,92,5,56,56,55,"55+18",False,False,False,False,False,False,63171,83546,209,150.0,41.797,76.241,18.75,0.0,4838,43.9166666666667,48,0.0,62.109955423477,2.0,0.0,3680,10.4166666666667,0,0.0,47.4660074165637,2.0,0.0
989851756,"Hawk","F6W37MzcRxqKGdIfZpkwFA","DROIDEKA","Character","Dark",7,85,13,25932,1,0,1,1,0,0,0,False,5,0,0,0,0,6,6,0,48,56,48,48,"48+55",False,False,False,False,False,False,61649,73336,103,150.0,57.337,50.253,25.0,5000.0,9191,77.5403333333334,308,7.5,49.4248314161047,2.0,0.0,6172,20.7486666666667,50,7.5,28.9693593314763,2.0,0.0
989851756,"Hawk","9qhIKQphRheVPOTX8fJayw","EWOKSCOUT","Character","Light",7,85,11,15655,0,0,0,0,0,0,0,False,0,2,0,0,0,6,0,74,5,56,17,53,"53+53",False,False,False,False,False,False,14877,32295,214,150.0,51.521,38.851,10.0,0.0,2754,74.7026666666667,26,0.0,27.5979557069847,2.0,0.0,1848,47.2443333333333,0,0.0,12.2505161734343,2.0,0.0
989851756,"Hawk","ulRAWIQrTKSMOPxVxe-3KQ","K2SO","Character","Light",7,85,13,25749,1,0,0,0,0,0,0,False,5,5,1,0,0,6,1,75,56,56,56,56,"55+55",False,False,False,False,False,False,70319,107195,224,150.0,50.039,58.965,28.75,0.0,4828,44.204,106,0.0,60.9015639374425,2.0,0.0,4154,20.4956666666667,0,0.0,47.1173786810452,2.0,0.0
989851756,"Hawk","sSeBbOFQRwSgvTiioqprQg","NIGHTSISTERACOLYTE","Character","Dark",7,85,13,21001,0,0,0,0,0,0,0,False,3,5,1,0,0,6,6,71,48,55,48,48,"53+48",False,False,False,False,False,False,49008,40627,238,150.0,31.644,47.446,0.0,0.0,6232,55.7553333333333,170,4.5,34.7826086956522,2.0,0.0,10578,53.5053333333333,155,4.5,33.420365535248,2.0,0.0
989851756,"Hawk","HLo39qGJTLiTiCKSyFZSzg","SITHTROOPER","Character","Dark",7,85,13,26158,0,0,0,0,0,0,0,False,7,5,2,0,0,6,1,75,56,56,56,56,"49+55",False,False,False,False,False,False,65581,116824,190,150.0,50.467,58.662,26.75,0.0,5046,59.136,59,0.0,64.4945697577276,2.0,0.0,4767,18.386,0,0.0,56.76500508647,2.0,0.0
989851756,"Hawk","8VUAIlTqQAStYwhBRQkJ6w","50RT","Character","Light",7,85,13,28749,2,1,0,0,0,0,0,False,5,5,1,0,0,6,2,108,5,56,18,53,"18+57",False,False,False,False,False,False,54533,85597,288,157.5,36.0,119.532,35.0,0.0,4525,79.3333333333333,128,0.0,56.1705053282915,10.75,0.0,3862,29.5,0,0.0,38.4949348769899,10.75,0.0
989851756,"Hawk","ISUynecGRN2L4RqlHONdLw","BADBATCHHUNTER","Character","Light",7,85,13,25806,1,1,0,0,0,0,0,False,5,5,1,0,0,6,3,68,48,56,48,48,"48+53",False,False,False,False,False,False,60285,67430,206,150.0,38.653,41.361,45.0,5000.0,7461,80.99,334,7.5,51.539338654504,2.0,0.0,7990,28.49,77,7.5,36.345481777334,2.0,0.0
