AllyCode,Name,UnitId,BaseId,CombatType,Alignment,Stars,Level,GearLevel,Power,ZetaCount,ZetaLead,OmiCount,TWOmiCount,GACOmiCount,TBOmiCount,CQOmiCount,Ultimate,RelicLevel,Speed10,Speed15,Speed20,Speed25,ModCount,ModSixCount,PlusSpeed,PrimaryArrow,PrimaryCircle,PrimaryCross,PrimaryTriangle,Sets,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Health,Protection,Speed,CritDamage,Potency,Tenacity,HealthSteal,DefensePen,Damage,CritChance,ArmorPen,Accuracy,Armor,DodgeChance,CritAvoidance,SpecialDamage,SpecialCritChance,ResistancePen,SpecialAccuracy,Resistance,DeflectionChance,SpecialCritAvoidance
166854356,"Okul Soul Manni","yEtw3_m_T1yEHjCWUNl7cQ","MAGMATROOPER","Character","Dark",7,85,13,22849,0,0,0,0,0,0,0,False,5,3,1,0,0,6,3,90,5,56,17,48,"17+17+17",False,False,False,False,False,False,48447,59957,229,150.0,138.081,55.309,10.0,5000.0,7242,66.949,149,7.5,53.5180459351076,2.0,0.0,5040,24.574,50,7.5,27.6800907543959,2.0,0.0
166854356,"Okul Soul Manni","Rd0YZSp1S5GTZApLWocSrA","HERMITYODA","Character","Light",7,85,13,28983,2,0,0,0,0,0,0,False,5,5,3,1,0,6,5,134,5,55,55,53,"57+55",False,False,False,False,False,False,86683,56083,314,150.0,46.248,69.736,5.0,0.0,4216,53.4236666666667,10,7.5,56.9402228976697,2.0,7.5,6663,27.5486666666667,35,7.5,53.3138044672281,2.0,0.0
166854356,"Okul Soul Manni","tVQvAK_7Tr6XMRn0XcuIpg","GREEFKARGA","Character","Light",7,85,13,29895,2,0,0,0,0,0,0,False,5,5,5,3,1,6,6,155,5,55,56,49,"55+57",False,False,False,False,False,False,68516,61719,327,150.0,35.502,59.218,18.75,5000.0,5579,54.8826666666667,128,7.5,59.9686028257457,2.0,0.0,4255,19.091,50,7.5,45.997458703939,2.0,0.0
166854356,"Okul Soul Manni","V5c53KAORG-UJWjpwDqNkA","ZEBS3","Character","Light",7,85,13,21867,1,0,0,0,0,0,0,False,1,0,0,0,0,6,0,42,56,56,56,56,"55+55+55",False,False,False,False,False,False,60913,89923,177,150.0,48.0,43.314,20.75,0.0,4340,48.3333333333333,115,0.0,50.0978473581213,2.0,0.0,1861,15.0,0,0.0,20.1628052598622,2.0,0.0
166854356,"Okul Soul Manni","qbikKr5zQHCFLnAZdCi7Sg","LUTHENRAEL","Character","Light",7,85,13,25549,1,0,2,0,2,0,0,False,5,5,5,2,2,6,6,152,5,56,17,48,"57",False,False,False,False,False,False,44843,77108,350,150.0,103.009,100.044,5.0,0.0,4996,48.3613333333333,42,7.5,53.3479692645445,2.0,7.5,7613,23.903,120,7.5,51.1307014181679,2.0,0.0
166854356,"Okul Soul Manni","VngxicFbSR2jpVReJrUFiQ","BARRISSOFFEE","Character","Light",7,85,13,26031,1,0,0,0,0,0,0,False,5,5,0,0,0,6,6,63,55,55,55,55,"55+55+55",False,False,False,False,False,False,126374,52594,199,150.0,20.0,51.393,13.75,0.0,4937,66.2896666666667,35,0.0,57.286432160804,2.0,0.0,4839,19.748,5,0.0,42.9530201342282,2.0,0.0
166854356,"Okul Soul Manni","3Y8V8VoMShKaiMow_XNYfA","THIRDSISTER","Character","Dark",7,85,13,40278,3,1,2,0,2,0,0,False,9,5,5,4,0,6,6,141,5,55,55,55,"55+48",False,False,False,False,False,False,118985,107293,309,150.0,63.661,75.257,60.5,0.0,8164,59.067,87,0.0,66.6492283546953,2.0,0.0,6347,17.817,0,0.0,45.3961456102784,2.0,0.0
166854356,"Okul Soul Manni","HaWUYZw1RHKcG-UpT29vdQ","CT210408","Character","Light",7,85,13,29347,1,0,0,0,0,0,0,False,7,2,2,0,0,6,6,72,5,55,48,16,"16+53",False,False,False,False,False,False,62900,47043,221,222.0,29.219,47.695,25.0,0.0,7124,53.481,174,13.5,44.7334200260078,2.0,13.5,10382,30.9393333333333,187,13.5,37.3464373464373,2.0,0.0
166854356,"Okul Soul Manni","Sxv0RWefQ2WQAJLa53X1IQ","B1BATTLEDROIDV2","Character","Dark",7,85,13,26031,1,0,0,0,0,0,0,False,5,4,2,1,0,6,6,119,5,56,18,48,"57",False,False,False,False,False,False,34136,48896,284,157.5,74.151,76.223,5.0,0.0,7495,78.5916666666666,517,0.0,44.3474465298996,2.0,0.0,4534,32.8,5,0.0,25.1321197886083,2.0,0.0
166854356,"Okul Soul Manni","Z1r2L9blQlahpOBDqH_Dsw","COLONELSTARCK","Character","Dark",7,85,13,34428,1,0,0,0,0,0,0,False,9,5,4,3,0,6,6,135,5,56,18,16,"57",False,False,False,False,False,False,65763,69877,310,213.0,42.868,95.16,30.0,0.0,6294,118.311333333333,161,0.0,55.5594283722551,26.5,0.0,6068,52.978,0,0.0,37.3464373464373,26.5,0.0
